id,conversation_id,created_at,date,time,time_zone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweet_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,geo,source,rt_user_id,retweet_date,retweet_id
1306250550829252608,1306250550829252608,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,2356494314,ammarah_anwar,Ammarah,Islamabad Pakistan,Add covid too https://t.co/OHKka7ZZ5C,[],"[{'url': 'https://t.co/OHKka7ZZ5C', 'expanded_url': 'https://twitter.com/mcdonaldschahye/status/1306176412337004545', 'display_url': 'twitter.com/mcdonaldschahy…', 'indices': [14, 37]}]",[],0,0,0,[],[],http://twitter.com/anyuser/status/1306250550829252608,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0
1306250550799892483,1306250550799892483,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,1240924328256045056,usambovu,American Life🎣🐬💦⛈️🌧️🌩️,,"RT @usambovu: CNN: Trump is still putting pressure on FDA to release the Covid 19 vaccine.

These may result in complete mistrust of the FD…",['usambovu'],[],[],0,1,0,[],[],http://twitter.com/anyuser/status/1306250550799892483,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1240924328256045056,Wed Sep 16 15:13:51 +0000 2020,1306249947994640384
1306250550481235970,1306250550481235970,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,298661019,TanyJen,Tany,,"RT @RichardEGrant: Please can someone explain to me why, when you land in Rome, there is a swift and well organised COVID test, with the re…",['RichardEGrant'],[],[],0,10935,0,[],[],http://twitter.com/anyuser/status/1306250550481235970,False, ,0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",108392679,Tue Sep 15 15:40:12 +0000 2020,1305894192359641089
1306250550422499333,1306250550422499333,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,3734155633,MPower_Change,MPower Change,,"RT @WeAreNotNumbers: In a way to cheer his mother up during this hard period of the COVID-19 outbreak, Ahmed Alnagah, a member of civil def…",['WeAreNotNumbers'],[],[],0,7,0,[],[],http://twitter.com/anyuser/status/1306250550422499333,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2998813421,Wed Sep 16 08:10:56 +0000 2020,1306143519447416832
1306250550351220736,1306250550351220736,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,1242880642037231626,quiltergirl6,TallCityGirl,,"RT @kylegriffin1: Trump on ABC News

Q: Why would you downplay a pandemic that is known to disproportionately harm low income families and…",['kylegriffin1'],[],[],0,1639,0,[],[],http://twitter.com/anyuser/status/1306250550351220736,False, ,0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",32871086,Tue Sep 15 23:30:00 +0000 2020,1306012420364738560
1306250550292381696,1306250550292381696,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,711401962323861504,JoshuaRog3rs,Jolly BLM Rogers,"Portland, OR","RT @SethAbramson: Folks use CFR in gaming out herd immunity scenarios because we don't know IFR. The CDC gives a massive range for IFR, tes…",['SethAbramson'],[],[],0,141,0,[],[],http://twitter.com/anyuser/status/1306250550292381696,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3223426134,Wed Sep 16 14:18:01 +0000 2020,1306235896384155649
1306250549684297729,1306250549684297729,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,1264954219410358272,Minenhl2020,Mncedisi,South Africa,RT @ziyarara: President of Guinea beating up a Minister who stole covid funds! Stealing is violence!! https://t.co/Rl91BykkkF,['ziyarara'],[],['https://pbs.twimg.com/ext_tw_video_thumb/1305960699882070017/pu/img/_Afpjoh4gvOhnUjg.jpg'],0,1234,0,[],[],http://twitter.com/anyuser/status/1306250549684297729,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",896063413599776768,Tue Sep 15 20:05:52 +0000 2020,1305961047854067714
1306250549617135617,1306250549617135617,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,1201358036851396608,KarmaKazi10,KarmaKazi,United States,"RT @drdavidsamadi: Just as a reminder, the majority of people who catch COVID-19 will make a full recovery.",['drdavidsamadi'],[],[],0,528,0,[],[],http://twitter.com/anyuser/status/1306250549617135617,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",25816369,Wed Sep 16 15:02:41 +0000 2020,1306247138272256004
1306250549529059331,1306250549529059331,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,3071888713,marifercantu3,Marifer Cantú,TX,RT @_sechabarsa: 7 months of a pandemic and i haven't lost a family member or friend to Covid and I'm grateful ❤,['_sechabarsa'],[],[],0,6704,0,[],[],http://twitter.com/anyuser/status/1306250549529059331,False, ,0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1026522862344175616,Tue Sep 15 12:39:10 +0000 2020,1305848635683475458
1306250549231104002,1306250549231104002,2020-09-16 15:16:14,2020-09-16,15:16:14,UTC,71455203,vashishtvp,Er. V P Vashisht,"Kapurthala, Punjab - INDIA","RT @IncKinju: Papa @narendramodi should first test the #Covid Vaccine on @sambitswaraj first.

If it’s safe then he can use for himself &amp; i…","['IncKinju', 'narendramodi', 'sambitswaraj']",[],[],0,12,0,['Covid'],[],http://twitter.com/anyuser/status/1306250549231104002,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1164351015912534016,Wed Sep 16 15:01:39 +0000 2020,1306246880205045761
